ID;Namespace;TypeName;MemberName;SupportedPlatforms
M:System.Net.Http.Headers.CacheControlHeaderValue.set_NoCache(System.Boolean);System.Net.Http.Headers;CacheControlHeaderValue;set_NoCache;12
M:System.Net.Http.Headers.CacheControlHeaderValue.TryParse(System.String,System.Net.Http.Headers.CacheControlHeaderValue@);System.Net.Http.Headers;CacheControlHeaderValue;TryParse;12
M:System.Net.Http.Headers.CacheControlHeaderValue.get_Extensions;System.Net.Http.Headers;CacheControlHeaderValue;get_Extensions;12
P:System.Net.Http.Headers.CacheControlHeaderValue.NoCacheHeaders;System.Net.Http.Headers;CacheControlHeaderValue;NoCacheHeaders;12
M:System.Net.Http.Headers.CacheControlHeaderValue.get_NoCacheHeaders;System.Net.Http.Headers;CacheControlHeaderValue;get_NoCacheHeaders;12
M:System.Net.Http.Headers.CacheControlHeaderValue.get_NoStore;System.Net.Http.Headers;CacheControlHeaderValue;get_NoStore;12
M:System.Net.Http.Headers.CacheControlHeaderValue.set_SharedMaxAge(System.Nullable{System.TimeSpan});System.Net.Http.Headers;CacheControlHeaderValue;set_SharedMaxAge;12
M:System.Net.Http.Headers.CacheControlHeaderValue.set_ProxyRevalidate(System.Boolean);System.Net.Http.Headers;CacheControlHeaderValue;set_ProxyRevalidate;12
M:System.Net.Http.Headers.CacheControlHeaderValue.Parse(System.String);System.Net.Http.Headers;CacheControlHeaderValue;Parse;12
M:System.Net.Http.Headers.CacheControlHeaderValue.get_NoCache;System.Net.Http.Headers;CacheControlHeaderValue;get_NoCache;12
M:System.Net.Http.Headers.CacheControlHeaderValue.set_MaxStale(System.Boolean);System.Net.Http.Headers;CacheControlHeaderValue;set_MaxStale;12
P:System.Net.Http.Headers.CacheControlHeaderValue.Public;System.Net.Http.Headers;CacheControlHeaderValue;Public;12
M:System.Net.Http.Headers.CacheControlHeaderValue.get_MustRevalidate;System.Net.Http.Headers;CacheControlHeaderValue;get_MustRevalidate;12
P:System.Net.Http.Headers.CacheControlHeaderValue.OnlyIfCached;System.Net.Http.Headers;CacheControlHeaderValue;OnlyIfCached;12
M:System.Net.Http.Headers.CacheControlHeaderValue.GetHashCode;System.Net.Http.Headers;CacheControlHeaderValue;GetHashCode;12
T:System.Net.Http.Headers.ContentDispositionHeaderValue;System.Net.Http.Headers;ContentDispositionHeaderValue;;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.set_CreationDate(System.Nullable{System.DateTimeOffset});System.Net.Http.Headers;ContentDispositionHeaderValue;set_CreationDate;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.get_FileNameStar;System.Net.Http.Headers;ContentDispositionHeaderValue;get_FileNameStar;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.set_Name(System.String);System.Net.Http.Headers;ContentDispositionHeaderValue;set_Name;12
P:System.Net.Http.Headers.ContentDispositionHeaderValue.CreationDate;System.Net.Http.Headers;ContentDispositionHeaderValue;CreationDate;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.get_ReadDate;System.Net.Http.Headers;ContentDispositionHeaderValue;get_ReadDate;12
P:System.Net.Http.Headers.ContentDispositionHeaderValue.Parameters;System.Net.Http.Headers;ContentDispositionHeaderValue;Parameters;12
P:System.Net.Http.Headers.ContentDispositionHeaderValue.ModificationDate;System.Net.Http.Headers;ContentDispositionHeaderValue;ModificationDate;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.get_ModificationDate;System.Net.Http.Headers;ContentDispositionHeaderValue;get_ModificationDate;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.set_FileNameStar(System.String);System.Net.Http.Headers;ContentDispositionHeaderValue;set_FileNameStar;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.set_FileName(System.String);System.Net.Http.Headers;ContentDispositionHeaderValue;set_FileName;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.get_Size;System.Net.Http.Headers;ContentDispositionHeaderValue;get_Size;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.get_CreationDate;System.Net.Http.Headers;ContentDispositionHeaderValue;get_CreationDate;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.set_Size(System.Nullable{System.Int64});System.Net.Http.Headers;ContentDispositionHeaderValue;set_Size;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.set_ModificationDate(System.Nullable{System.DateTimeOffset});System.Net.Http.Headers;ContentDispositionHeaderValue;set_ModificationDate;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.Equals(System.Object);System.Net.Http.Headers;ContentDispositionHeaderValue;Equals;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.get_DispositionType;System.Net.Http.Headers;ContentDispositionHeaderValue;get_DispositionType;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.TryParse(System.String,System.Net.Http.Headers.ContentDispositionHeaderValue@);System.Net.Http.Headers;ContentDispositionHeaderValue;TryParse;12
P:System.Net.Http.Headers.ContentDispositionHeaderValue.FileName;System.Net.Http.Headers;ContentDispositionHeaderValue;FileName;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.ToString;System.Net.Http.Headers;ContentDispositionHeaderValue;ToString;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.set_DispositionType(System.String);System.Net.Http.Headers;ContentDispositionHeaderValue;set_DispositionType;12
P:System.Net.Http.Headers.ContentDispositionHeaderValue.Size;System.Net.Http.Headers;ContentDispositionHeaderValue;Size;12
P:System.Net.Http.Headers.ContentDispositionHeaderValue.FileNameStar;System.Net.Http.Headers;ContentDispositionHeaderValue;FileNameStar;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.Parse(System.String);System.Net.Http.Headers;ContentDispositionHeaderValue;Parse;12
P:System.Net.Http.Headers.ContentDispositionHeaderValue.ReadDate;System.Net.Http.Headers;ContentDispositionHeaderValue;ReadDate;12
P:System.Net.Http.Headers.ContentDispositionHeaderValue.DispositionType;System.Net.Http.Headers;ContentDispositionHeaderValue;DispositionType;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.#ctor(System.Net.Http.Headers.ContentDispositionHeaderValue);System.Net.Http.Headers;ContentDispositionHeaderValue;.ctor;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.get_Name;System.Net.Http.Headers;ContentDispositionHeaderValue;get_Name;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.#ctor(System.String);System.Net.Http.Headers;ContentDispositionHeaderValue;.ctor;12
P:System.Net.Http.Headers.ContentDispositionHeaderValue.Name;System.Net.Http.Headers;ContentDispositionHeaderValue;Name;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.get_FileName;System.Net.Http.Headers;ContentDispositionHeaderValue;get_FileName;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.get_Parameters;System.Net.Http.Headers;ContentDispositionHeaderValue;get_Parameters;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.set_ReadDate(System.Nullable{System.DateTimeOffset});System.Net.Http.Headers;ContentDispositionHeaderValue;set_ReadDate;12
M:System.Net.Http.Headers.ContentDispositionHeaderValue.GetHashCode;System.Net.Http.Headers;ContentDispositionHeaderValue;GetHashCode;12
T:System.Net.Http.Headers.ContentRangeHeaderValue;System.Net.Http.Headers;ContentRangeHeaderValue;;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.Equals(System.Object);System.Net.Http.Headers;ContentRangeHeaderValue;Equals;12
P:System.Net.Http.Headers.ContentRangeHeaderValue.HasLength;System.Net.Http.Headers;ContentRangeHeaderValue;HasLength;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.get_From;System.Net.Http.Headers;ContentRangeHeaderValue;get_From;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.get_HasRange;System.Net.Http.Headers;ContentRangeHeaderValue;get_HasRange;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.get_Length;System.Net.Http.Headers;ContentRangeHeaderValue;get_Length;12
P:System.Net.Http.Headers.ContentRangeHeaderValue.Length;System.Net.Http.Headers;ContentRangeHeaderValue;Length;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.get_Unit;System.Net.Http.Headers;ContentRangeHeaderValue;get_Unit;12
P:System.Net.Http.Headers.ContentRangeHeaderValue.From;System.Net.Http.Headers;ContentRangeHeaderValue;From;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.set_Unit(System.String);System.Net.Http.Headers;ContentRangeHeaderValue;set_Unit;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.get_HasLength;System.Net.Http.Headers;ContentRangeHeaderValue;get_HasLength;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.Parse(System.String);System.Net.Http.Headers;ContentRangeHeaderValue;Parse;12
P:System.Net.Http.Headers.ContentRangeHeaderValue.HasRange;System.Net.Http.Headers;ContentRangeHeaderValue;HasRange;12
P:System.Net.Http.Headers.ContentRangeHeaderValue.To;System.Net.Http.Headers;ContentRangeHeaderValue;To;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.#ctor(System.Int64);System.Net.Http.Headers;ContentRangeHeaderValue;.ctor;12
P:System.Net.Http.Headers.ContentRangeHeaderValue.Unit;System.Net.Http.Headers;ContentRangeHeaderValue;Unit;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.#ctor(System.Int64,System.Int64);System.Net.Http.Headers;ContentRangeHeaderValue;.ctor;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.get_To;System.Net.Http.Headers;ContentRangeHeaderValue;get_To;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.#ctor(System.Int64,System.Int64,System.Int64);System.Net.Http.Headers;ContentRangeHeaderValue;.ctor;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.ToString;System.Net.Http.Headers;ContentRangeHeaderValue;ToString;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.TryParse(System.String,System.Net.Http.Headers.ContentRangeHeaderValue@);System.Net.Http.Headers;ContentRangeHeaderValue;TryParse;12
M:System.Net.Http.Headers.ContentRangeHeaderValue.GetHashCode;System.Net.Http.Headers;ContentRangeHeaderValue;GetHashCode;12
T:System.Net.Http.Headers.EntityTagHeaderValue;System.Net.Http.Headers;EntityTagHeaderValue;;12
M:System.Net.Http.Headers.EntityTagHeaderValue.Equals(System.Object);System.Net.Http.Headers;EntityTagHeaderValue;Equals;12
P:System.Net.Http.Headers.EntityTagHeaderValue.Tag;System.Net.Http.Headers;EntityTagHeaderValue;Tag;12
M:System.Net.Http.Headers.EntityTagHeaderValue.get_IsWeak;System.Net.Http.Headers;EntityTagHeaderValue;get_IsWeak;12
P:System.Net.Http.Headers.EntityTagHeaderValue.Any;System.Net.Http.Headers;EntityTagHeaderValue;Any;12
M:System.Net.Http.Headers.EntityTagHeaderValue.Parse(System.String);System.Net.Http.Headers;EntityTagHeaderValue;Parse;12
M:System.Net.Http.Headers.EntityTagHeaderValue.get_Any;System.Net.Http.Headers;EntityTagHeaderValue;get_Any;12
M:System.Net.Http.Headers.EntityTagHeaderValue.#ctor(System.String,System.Boolean);System.Net.Http.Headers;EntityTagHeaderValue;.ctor;12
P:System.Net.Http.Headers.EntityTagHeaderValue.IsWeak;System.Net.Http.Headers;EntityTagHeaderValue;IsWeak;12
M:System.Net.Http.Headers.EntityTagHeaderValue.get_Tag;System.Net.Http.Headers;EntityTagHeaderValue;get_Tag;12
M:System.Net.Http.Headers.EntityTagHeaderValue.#ctor(System.String);System.Net.Http.Headers;EntityTagHeaderValue;.ctor;12
M:System.Net.Http.Headers.EntityTagHeaderValue.ToString;System.Net.Http.Headers;EntityTagHeaderValue;ToString;12
M:System.Net.Http.Headers.EntityTagHeaderValue.TryParse(System.String,System.Net.Http.Headers.EntityTagHeaderValue@);System.Net.Http.Headers;EntityTagHeaderValue;TryParse;12
M:System.Net.Http.Headers.EntityTagHeaderValue.GetHashCode;System.Net.Http.Headers;EntityTagHeaderValue;GetHashCode;12
T:System.Net.Http.Headers.HttpHeaders;System.Net.Http.Headers;HttpHeaders;;12
M:System.Net.Http.Headers.HttpHeaders.TryGetValues(System.String,System.Collections.Generic.IEnumerable{System.String}@);System.Net.Http.Headers;HttpHeaders;TryGetValues;12
M:System.Net.Http.Headers.HttpHeaders.TryAddWithoutValidation(System.String,System.String);System.Net.Http.Headers;HttpHeaders;TryAddWithoutValidation;12
M:System.Net.Http.Headers.HttpHeaders.GetValues(System.String);System.Net.Http.Headers;HttpHeaders;GetValues;12
M:System.Net.Http.Headers.HttpHeaders.Add(System.String,System.String);System.Net.Http.Headers;HttpHeaders;Add;12
M:System.Net.Http.Headers.HttpHeaders.TryAddWithoutValidation(System.String,System.Collections.Generic.IEnumerable{System.String});System.Net.Http.Headers;HttpHeaders;TryAddWithoutValidation;12
M:System.Net.Http.Headers.HttpHeaders.Contains(System.String);System.Net.Http.Headers;HttpHeaders;Contains;12
M:System.Net.Http.Headers.HttpHeaders.Remove(System.String);System.Net.Http.Headers;HttpHeaders;Remove;12
M:System.Net.Http.Headers.HttpHeaders.Add(System.String,System.Collections.Generic.IEnumerable{System.String});System.Net.Http.Headers;HttpHeaders;Add;12
M:System.Net.Http.Headers.HttpHeaders.Clear;System.Net.Http.Headers;HttpHeaders;Clear;12
M:System.Net.Http.Headers.HttpHeaders.#ctor;System.Net.Http.Headers;HttpHeaders;.ctor;12
M:System.Net.Http.Headers.HttpHeaders.ToString;System.Net.Http.Headers;HttpHeaders;ToString;12
M:System.Net.Http.Headers.HttpHeaders.System#Collections#IEnumerable#GetEnumerator;System.Net.Http.Headers;HttpHeaders;System.Collections.IEnumerable.GetEnumerator;12
M:System.Net.Http.Headers.HttpHeaders.GetEnumerator;System.Net.Http.Headers;HttpHeaders;GetEnumerator;12
T:System.Net.Http.Headers.HttpContentHeaders;System.Net.Http.Headers;HttpContentHeaders;;12
P:System.Net.Http.Headers.HttpContentHeaders.ContentLanguage;System.Net.Http.Headers;HttpContentHeaders;ContentLanguage;12
M:System.Net.Http.Headers.HttpContentHeaders.get_ContentMD5;System.Net.Http.Headers;HttpContentHeaders;get_ContentMD5;12
M:System.Net.Http.Headers.HttpContentHeaders.get_ContentEncoding;System.Net.Http.Headers;HttpContentHeaders;get_ContentEncoding;12
M:System.Net.Http.Headers.HttpContentHeaders.get_ContentLength;System.Net.Http.Headers;HttpContentHeaders;get_ContentLength;12
M:System.Net.Http.Headers.HttpContentHeaders.get_Expires;System.Net.Http.Headers;HttpContentHeaders;get_Expires;12
M:System.Net.Http.Headers.HttpContentHeaders.get_ContentType;System.Net.Http.Headers;HttpContentHeaders;get_ContentType;12
P:System.Net.Http.Headers.HttpContentHeaders.ContentLocation;System.Net.Http.Headers;HttpContentHeaders;ContentLocation;12
P:System.Net.Http.Headers.HttpContentHeaders.ContentMD5;System.Net.Http.Headers;HttpContentHeaders;ContentMD5;12
P:System.Net.Http.Headers.HttpContentHeaders.Allow;System.Net.Http.Headers;HttpContentHeaders;Allow;12
M:System.Net.Http.Headers.HttpContentHeaders.set_LastModified(System.Nullable{System.DateTimeOffset});System.Net.Http.Headers;HttpContentHeaders;set_LastModified;12
M:System.Net.Http.Headers.HttpContentHeaders.get_ContentDisposition;System.Net.Http.Headers;HttpContentHeaders;get_ContentDisposition;12
M:System.Net.Http.Headers.HttpContentHeaders.set_ContentMD5(System.Byte[]);System.Net.Http.Headers;HttpContentHeaders;set_ContentMD5;12
M:System.Net.Http.Headers.HttpContentHeaders.set_Expires(System.Nullable{System.DateTimeOffset});System.Net.Http.Headers;HttpContentHeaders;set_Expires;12
M:System.Net.Http.Headers.HttpContentHeaders.set_ContentRange(System.Net.Http.Headers.ContentRangeHeaderValue);System.Net.Http.Headers;HttpContentHeaders;set_ContentRange;12
M:System.Net.Http.Headers.HttpContentHeaders.set_ContentLocation(System.Uri);System.Net.Http.Headers;HttpContentHeaders;set_ContentLocation;12
M:System.Net.Http.Headers.HttpContentHeaders.get_ContentRange;System.Net.Http.Headers;HttpContentHeaders;get_ContentRange;12
P:System.Net.Http.Headers.HttpContentHeaders.ContentRange;System.Net.Http.Headers;HttpContentHeaders;ContentRange;12
M:System.Net.Http.Headers.HttpContentHeaders.get_LastModified;System.Net.Http.Headers;HttpContentHeaders;get_LastModified;12
M:System.Net.Http.Headers.HttpContentHeaders.set_ContentDisposition(System.Net.Http.Headers.ContentDispositionHeaderValue);System.Net.Http.Headers;HttpContentHeaders;set_ContentDisposition;12
M:System.Net.Http.Headers.HttpContentHeaders.get_Allow;System.Net.Http.Headers;HttpContentHeaders;get_Allow;12
P:System.Net.Http.Headers.HttpContentHeaders.ContentLength;System.Net.Http.Headers;HttpContentHeaders;ContentLength;12
P:System.Net.Http.Headers.HttpContentHeaders.ContentDisposition;System.Net.Http.Headers;HttpContentHeaders;ContentDisposition;12
P:System.Net.Http.Headers.HttpContentHeaders.Expires;System.Net.Http.Headers;HttpContentHeaders;Expires;12
M:System.Net.Http.Headers.HttpContentHeaders.set_ContentLength(System.Nullable{System.Int64});System.Net.Http.Headers;HttpContentHeaders;set_ContentLength;12
M:System.Net.Http.Headers.HttpContentHeaders.get_ContentLanguage;System.Net.Http.Headers;HttpContentHeaders;get_ContentLanguage;12
M:System.Net.Http.Headers.HttpContentHeaders.set_ContentType(System.Net.Http.Headers.MediaTypeHeaderValue);System.Net.Http.Headers;HttpContentHeaders;set_ContentType;12
P:System.Net.Http.Headers.HttpContentHeaders.LastModified;System.Net.Http.Headers;HttpContentHeaders;LastModified;12
M:System.Net.Http.Headers.HttpContentHeaders.get_ContentLocation;System.Net.Http.Headers;HttpContentHeaders;get_ContentLocation;12
P:System.Net.Http.Headers.HttpContentHeaders.ContentType;System.Net.Http.Headers;HttpContentHeaders;ContentType;12
P:System.Net.Http.Headers.HttpContentHeaders.ContentEncoding;System.Net.Http.Headers;HttpContentHeaders;ContentEncoding;12
T:System.Net.Http.Headers.HttpHeaderValueCollection`1;System.Net.Http.Headers;HttpHeaderValueCollection;;12
M:System.Net.Http.Headers.HttpHeaderValueCollection`1.TryParseAdd(System.String);System.Net.Http.Headers;HttpHeaderValueCollection<T>;TryParseAdd;12
P:System.Net.Http.Headers.HttpHeaderValueCollection`1.IsReadOnly;System.Net.Http.Headers;HttpHeaderValueCollection<T>;IsReadOnly;12
M:System.Net.Http.Headers.HttpHeaderValueCollection`1.get_Count;System.Net.Http.Headers;HttpHeaderValueCollection<T>;get_Count;12
P:System.Net.Http.Headers.HttpHeaderValueCollection`1.Count;System.Net.Http.Headers;HttpHeaderValueCollection<T>;Count;12
M:System.Net.Http.Headers.HttpHeaderValueCollection`1.Remove(`0);System.Net.Http.Headers;HttpHeaderValueCollection<T>;Remove;12
M:System.Net.Http.Headers.HttpHeaderValueCollection`1.ParseAdd(System.String);System.Net.Http.Headers;HttpHeaderValueCollection<T>;ParseAdd;12
M:System.Net.Http.Headers.HttpHeaderValueCollection`1.Contains(`0);System.Net.Http.Headers;HttpHeaderValueCollection<T>;Contains;12
M:System.Net.Http.Headers.HttpHeaderValueCollection`1.Add(`0);System.Net.Http.Headers;HttpHeaderValueCollection<T>;Add;12
M:System.Net.Http.Headers.HttpHeaderValueCollection`1.Clear;System.Net.Http.Headers;HttpHeaderValueCollection<T>;Clear;12
M:System.Net.Http.Headers.HttpHeaderValueCollection`1.get_IsReadOnly;System.Net.Http.Headers;HttpHeaderValueCollection<T>;get_IsReadOnly;12
M:System.Net.Http.Headers.HttpHeaderValueCollection`1.ToString;System.Net.Http.Headers;HttpHeaderValueCollection<T>;ToString;12
M:System.Net.Http.Headers.HttpHeaderValueCollection`1.System#Collections#IEnumerable#GetEnumerator;System.Net.Http.Headers;HttpHeaderValueCollection<T>;System.Collections.IEnumerable.GetEnumerator;12
M:System.Net.Http.Headers.HttpHeaderValueCollection`1.CopyTo(`0[],System.Int32);System.Net.Http.Headers;HttpHeaderValueCollection<T>;CopyTo;12
M:System.Net.Http.Headers.HttpHeaderValueCollection`1.GetEnumerator;System.Net.Http.Headers;HttpHeaderValueCollection<T>;GetEnumerator;12
T:System.Net.Http.Headers.HttpRequestHeaders;System.Net.Http.Headers;HttpRequestHeaders;;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_IfMatch;System.Net.Http.Headers;HttpRequestHeaders;get_IfMatch;12
P:System.Net.Http.Headers.HttpRequestHeaders.Via;System.Net.Http.Headers;HttpRequestHeaders;Via;12
M:System.Net.Http.Headers.HttpRequestHeaders.set_TransferEncodingChunked(System.Nullable{System.Boolean});System.Net.Http.Headers;HttpRequestHeaders;set_TransferEncodingChunked;12
M:System.Net.Http.Headers.HttpRequestHeaders.set_IfRange(System.Net.Http.Headers.RangeConditionHeaderValue);System.Net.Http.Headers;HttpRequestHeaders;set_IfRange;12
M:System.Net.Http.Headers.HttpRequestHeaders.set_MaxForwards(System.Nullable{System.Int32});System.Net.Http.Headers;HttpRequestHeaders;set_MaxForwards;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_Accept;System.Net.Http.Headers;HttpRequestHeaders;get_Accept;12
M:System.Net.Http.Headers.HttpRequestHeaders.set_ConnectionClose(System.Nullable{System.Boolean});System.Net.Http.Headers;HttpRequestHeaders;set_ConnectionClose;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_Range;System.Net.Http.Headers;HttpRequestHeaders;get_Range;12
P:System.Net.Http.Headers.HttpRequestHeaders.Warning;System.Net.Http.Headers;HttpRequestHeaders;Warning;12
P:System.Net.Http.Headers.HttpRequestHeaders.Upgrade;System.Net.Http.Headers;HttpRequestHeaders;Upgrade;12
P:System.Net.Http.Headers.HttpRequestHeaders.Range;System.Net.Http.Headers;HttpRequestHeaders;Range;12
P:System.Net.Http.Headers.HttpRequestHeaders.TransferEncoding;System.Net.Http.Headers;HttpRequestHeaders;TransferEncoding;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_Expect;System.Net.Http.Headers;HttpRequestHeaders;get_Expect;12
M:System.Net.Http.Headers.HttpRequestHeaders.set_Referrer(System.Uri);System.Net.Http.Headers;HttpRequestHeaders;set_Referrer;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_ProxyAuthorization;System.Net.Http.Headers;HttpRequestHeaders;get_ProxyAuthorization;12
P:System.Net.Http.Headers.HttpRequestHeaders.IfRange;System.Net.Http.Headers;HttpRequestHeaders;IfRange;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_Upgrade;System.Net.Http.Headers;HttpRequestHeaders;get_Upgrade;12
M:System.Net.Http.Headers.HttpRequestHeaders.set_IfUnmodifiedSince(System.Nullable{System.DateTimeOffset});System.Net.Http.Headers;HttpRequestHeaders;set_IfUnmodifiedSince;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_IfRange;System.Net.Http.Headers;HttpRequestHeaders;get_IfRange;12
M:System.Net.Http.Headers.HttpRequestHeaders.set_Host(System.String);System.Net.Http.Headers;HttpRequestHeaders;set_Host;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_Warning;System.Net.Http.Headers;HttpRequestHeaders;get_Warning;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_CacheControl;System.Net.Http.Headers;HttpRequestHeaders;get_CacheControl;12
P:System.Net.Http.Headers.HttpRequestHeaders.AcceptLanguage;System.Net.Http.Headers;HttpRequestHeaders;AcceptLanguage;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_AcceptCharset;System.Net.Http.Headers;HttpRequestHeaders;get_AcceptCharset;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_UserAgent;System.Net.Http.Headers;HttpRequestHeaders;get_UserAgent;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_AcceptLanguage;System.Net.Http.Headers;HttpRequestHeaders;get_AcceptLanguage;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_From;System.Net.Http.Headers;HttpRequestHeaders;get_From;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_Via;System.Net.Http.Headers;HttpRequestHeaders;get_Via;12
M:System.Net.Http.Headers.HttpRequestHeaders.set_Range(System.Net.Http.Headers.RangeHeaderValue);System.Net.Http.Headers;HttpRequestHeaders;set_Range;12
P:System.Net.Http.Headers.HttpRequestHeaders.Host;System.Net.Http.Headers;HttpRequestHeaders;Host;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_TransferEncoding;System.Net.Http.Headers;HttpRequestHeaders;get_TransferEncoding;12
P:System.Net.Http.Headers.HttpRequestHeaders.AcceptEncoding;System.Net.Http.Headers;HttpRequestHeaders;AcceptEncoding;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_IfNoneMatch;System.Net.Http.Headers;HttpRequestHeaders;get_IfNoneMatch;12
P:System.Net.Http.Headers.HttpRequestHeaders.Trailer;System.Net.Http.Headers;HttpRequestHeaders;Trailer;12
P:System.Net.Http.Headers.HttpRequestHeaders.Connection;System.Net.Http.Headers;HttpRequestHeaders;Connection;12
M:System.Net.Http.Headers.HttpRequestHeaders.set_Authorization(System.Net.Http.Headers.AuthenticationHeaderValue);System.Net.Http.Headers;HttpRequestHeaders;set_Authorization;12
P:System.Net.Http.Headers.HttpRequestHeaders.ExpectContinue;System.Net.Http.Headers;HttpRequestHeaders;ExpectContinue;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_Referrer;System.Net.Http.Headers;HttpRequestHeaders;get_Referrer;12
P:System.Net.Http.Headers.HttpRequestHeaders.Accept;System.Net.Http.Headers;HttpRequestHeaders;Accept;12
P:System.Net.Http.Headers.HttpRequestHeaders.Referrer;System.Net.Http.Headers;HttpRequestHeaders;Referrer;12
P:System.Net.Http.Headers.HttpRequestHeaders.TE;System.Net.Http.Headers;HttpRequestHeaders;TE;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_Authorization;System.Net.Http.Headers;HttpRequestHeaders;get_Authorization;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_TE;System.Net.Http.Headers;HttpRequestHeaders;get_TE;12
P:System.Net.Http.Headers.HttpRequestHeaders.TransferEncodingChunked;System.Net.Http.Headers;HttpRequestHeaders;TransferEncodingChunked;12
P:System.Net.Http.Headers.HttpRequestHeaders.CacheControl;System.Net.Http.Headers;HttpRequestHeaders;CacheControl;12
P:System.Net.Http.Headers.HttpRequestHeaders.AcceptCharset;System.Net.Http.Headers;HttpRequestHeaders;AcceptCharset;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_AcceptEncoding;System.Net.Http.Headers;HttpRequestHeaders;get_AcceptEncoding;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_Date;System.Net.Http.Headers;HttpRequestHeaders;get_Date;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_ExpectContinue;System.Net.Http.Headers;HttpRequestHeaders;get_ExpectContinue;12
P:System.Net.Http.Headers.HttpRequestHeaders.From;System.Net.Http.Headers;HttpRequestHeaders;From;12
M:System.Net.Http.Headers.HttpRequestHeaders.get_Connection;System.Net.Http.Headers;HttpRequestHeaders;get_Connection;12
M:System.Net.Http.Headers.HttpRequestHeaders.set_CacheControl(System.Net.Http.Headers.CacheControlHeaderValue);System.Net.Http.Headers;HttpRequestHeaders;set_CacheControl;12
P:System.Net.Http.Headers.HttpRequestHeaders.Authorization;System.Net.Http.Headers;HttpRequestHeaders;Authorization;12
P:System.Net.Http.Headers.HttpRequestHeaders.IfMatch;System.Net.Http.Headers;HttpRequestHeaders;IfMatch;12
P:System.Net.Http.Headers.HttpRequestHeaders.MaxForwards;System.Net.Http.Headers;HttpRequestHeaders;MaxForwards;12
P:System.Net.Http.Headers.HttpRequestHeaders.Date;System.Net.Http.Headers;HttpRequestHeaders;Date;12
P:System.Net.Http.Headers.HttpRequestHeaders.Pragma;System.Net.Http.Headers;HttpRequestHeaders;Pragma;12
M:System.Net.Http.Headers.HttpRequestHeaders.set_Date(System.Nullable{System.DateTimeOffset});System.Net.Http.Headers;HttpRequestHeaders;set_Date;12
